hour,session_count,total_kwh,hour_of_day,day_of_week,month,is_weekend
2019-06-20 03:00:00+00:00,0,0.0,3,3,6,0
2019-06-20 04:00:00+00:00,1,11.782,4,3,6,0
2019-06-20 05:00:00+00:00,0,0.0,5,3,6,0
2019-06-20 06:00:00+00:00,0,0.0,6,3,6,0
2019-06-20 07:00:00+00:00,0,0.0,7,3,6,0
2019-06-20 08:00:00+00:00,0,0.0,8,3,6,0
2019-06-20 09:00:00+00:00,0,0.0,9,3,6,0
2019-06-20 10:00:00+00:00,0,0.0,10,3,6,0
2019-06-20 11:00:00+00:00,0,0.0,11,3,6,0
2019-06-20 12:00:00+00:00,0,0.0,12,3,6,0
2019-06-20 13:00:00+00:00,1,3.908,13,3,6,0
2019-06-20 14:00:00+00:00,1,9.897,14,3,6,0
2019-06-20 15:00:00+00:00,6,47.579,15,3,6,0
2019-06-20 16:00:00+00:00,5,39.741,16,3,6,0
2019-06-20 17:00:00+00:00,4,30.405,17,3,6,0
2019-06-20 18:00:00+00:00,2,17.304000000000002,18,3,6,0
2019-06-20 19:00:00+00:00,4,27.864000000000004,19,3,6,0
2019-06-20 20:00:00+00:00,3,15.071,20,3,6,0
2019-06-20 21:00:00+00:00,1,5.97,21,3,6,0
2019-06-20 22:00:00+00:00,0,0.0,22,3,6,0
2019-06-20 23:00:00+00:00,0,0.0,23,3,6,0
2019-06-21 00:00:00+00:00,3,15.962,0,4,6,0
2019-06-21 01:00:00+00:00,1,13.715,1,4,6,0
2019-06-21 02:00:00+00:00,0,0.0,2,4,6,0
2019-06-21 03:00:00+00:00,0,0.0,3,4,6,0
2019-06-21 04:00:00+00:00,1,10.204,4,4,6,0
2019-06-21 05:00:00+00:00,0,0.0,5,4,6,0
2019-06-21 06:00:00+00:00,0,0.0,6,4,6,0
2019-06-21 07:00:00+00:00,0,0.0,7,4,6,0
2019-06-21 08:00:00+00:00,0,0.0,8,4,6,0
2019-06-21 09:00:00+00:00,0,0.0,9,4,6,0
2019-06-21 10:00:00+00:00,0,0.0,10,4,6,0
2019-06-21 11:00:00+00:00,0,0.0,11,4,6,0
2019-06-21 12:00:00+00:00,0,0.0,12,4,6,0
2019-06-21 13:00:00+00:00,1,3.868,13,4,6,0
2019-06-21 14:00:00+00:00,1,5.22,14,4,6,0
2019-06-21 15:00:00+00:00,8,81.276,15,4,6,0
2019-06-21 16:00:00+00:00,9,79.592,16,4,6,0
2019-06-21 17:00:00+00:00,4,33.768,17,4,6,0
2019-06-21 18:00:00+00:00,2,21.554,18,4,6,0
2019-06-21 19:00:00+00:00,2,3.363,19,4,6,0
2019-06-21 20:00:00+00:00,4,3.27,20,4,6,0
2019-06-21 21:00:00+00:00,0,0.0,21,4,6,0
2019-06-21 22:00:00+00:00,0,0.0,22,4,6,0
2019-06-21 23:00:00+00:00,1,2.139,23,4,6,0
2019-06-22 00:00:00+00:00,3,35.982,0,5,6,1
2019-06-22 01:00:00+00:00,2,54.539,1,5,6,1
2019-06-22 02:00:00+00:00,0,0.0,2,5,6,1
2019-06-22 03:00:00+00:00,0,0.0,3,5,6,1
2019-06-22 04:00:00+00:00,0,0.0,4,5,6,1
2019-06-22 05:00:00+00:00,0,0.0,5,5,6,1
2019-06-22 06:00:00+00:00,0,0.0,6,5,6,1
2019-06-22 07:00:00+00:00,0,0.0,7,5,6,1
2019-06-22 08:00:00+00:00,0,0.0,8,5,6,1
2019-06-22 09:00:00+00:00,0,0.0,9,5,6,1
2019-06-22 10:00:00+00:00,0,0.0,10,5,6,1
2019-06-22 11:00:00+00:00,0,0.0,11,5,6,1
2019-06-22 12:00:00+00:00,0,0.0,12,5,6,1
2019-06-22 13:00:00+00:00,0,0.0,13,5,6,1
2019-06-22 14:00:00+00:00,0,0.0,14,5,6,1
2019-06-22 15:00:00+00:00,0,0.0,15,5,6,1
2019-06-22 16:00:00+00:00,0,0.0,16,5,6,1
2019-06-22 17:00:00+00:00,1,7.869,17,5,6,1
2019-06-22 18:00:00+00:00,0,0.0,18,5,6,1
2019-06-22 19:00:00+00:00,1,15.271,19,5,6,1
2019-06-22 20:00:00+00:00,1,0.974,20,5,6,1
2019-06-22 21:00:00+00:00,2,9.43,21,5,6,1
2019-06-22 22:00:00+00:00,1,2.089,22,5,6,1
2019-06-22 23:00:00+00:00,2,10.39,23,5,6,1
2019-06-23 00:00:00+00:00,0,0.0,0,6,6,1
2019-06-23 01:00:00+00:00,0,0.0,1,6,6,1
2019-06-23 02:00:00+00:00,1,51.864,2,6,6,1
2019-06-23 03:00:00+00:00,0,0.0,3,6,6,1
2019-06-23 04:00:00+00:00,1,4.531,4,6,6,1
2019-06-23 05:00:00+00:00,0,0.0,5,6,6,1
2019-06-23 06:00:00+00:00,0,0.0,6,6,6,1
2019-06-23 07:00:00+00:00,0,0.0,7,6,6,1
2019-06-23 08:00:00+00:00,0,0.0,8,6,6,1
2019-06-23 09:00:00+00:00,0,0.0,9,6,6,1
2019-06-23 10:00:00+00:00,0,0.0,10,6,6,1
2019-06-23 11:00:00+00:00,0,0.0,11,6,6,1
2019-06-23 12:00:00+00:00,0,0.0,12,6,6,1
2019-06-23 13:00:00+00:00,0,0.0,13,6,6,1
2019-06-23 14:00:00+00:00,0,0.0,14,6,6,1
2019-06-23 15:00:00+00:00,2,29.138,15,6,6,1
2019-06-23 16:00:00+00:00,0,0.0,16,6,6,1
2019-06-23 17:00:00+00:00,1,15.246,17,6,6,1
2019-06-23 18:00:00+00:00,1,4.357,18,6,6,1
2019-06-23 19:00:00+00:00,0,0.0,19,6,6,1
2019-06-23 20:00:00+00:00,0,0.0,20,6,6,1
2019-06-23 21:00:00+00:00,0,0.0,21,6,6,1
2019-06-23 22:00:00+00:00,0,0.0,22,6,6,1
2019-06-23 23:00:00+00:00,2,6.3950000000000005,23,6,6,1
2019-06-24 00:00:00+00:00,0,0.0,0,0,6,0
2019-06-24 01:00:00+00:00,1,10.875,1,0,6,0
2019-06-24 02:00:00+00:00,1,0.841,2,0,6,0
2019-06-24 03:00:00+00:00,0,0.0,3,0,6,0
2019-06-24 04:00:00+00:00,0,0.0,4,0,6,0
2019-06-24 05:00:00+00:00,0,0.0,5,0,6,0
2019-06-24 06:00:00+00:00,1,0.872,6,0,6,0
2019-06-24 07:00:00+00:00,0,0.0,7,0,6,0
2019-06-24 08:00:00+00:00,0,0.0,8,0,6,0
2019-06-24 09:00:00+00:00,0,0.0,9,0,6,0
2019-06-24 10:00:00+00:00,0,0.0,10,0,6,0
2019-06-24 11:00:00+00:00,0,0.0,11,0,6,0
2019-06-24 12:00:00+00:00,0,0.0,12,0,6,0
2019-06-24 13:00:00+00:00,2,22.602000000000004,13,0,6,0
2019-06-24 14:00:00+00:00,1,2.511,14,0,6,0
2019-06-24 15:00:00+00:00,4,50.116,15,0,6,0
2019-06-24 16:00:00+00:00,12,119.173,16,0,6,0
2019-06-24 17:00:00+00:00,5,26.677,17,0,6,0
2019-06-24 18:00:00+00:00,0,0.0,18,0,6,0
2019-06-24 19:00:00+00:00,3,12.373,19,0,6,0
2019-06-24 20:00:00+00:00,3,5.45,20,0,6,0
2019-06-24 21:00:00+00:00,2,15.34,21,0,6,0
2019-06-24 22:00:00+00:00,1,11.312,22,0,6,0
2019-06-24 23:00:00+00:00,2,8.995000000000001,23,0,6,0
2019-06-25 00:00:00+00:00,1,0.885,0,1,6,0
2019-06-25 01:00:00+00:00,3,13.549,1,1,6,0
2019-06-25 02:00:00+00:00,0,0.0,2,1,6,0
2019-06-25 03:00:00+00:00,1,0.917,3,1,6,0
2019-06-25 04:00:00+00:00,1,12.413,4,1,6,0
2019-06-25 05:00:00+00:00,0,0.0,5,1,6,0
2019-06-25 06:00:00+00:00,0,0.0,6,1,6,0
2019-06-25 07:00:00+00:00,0,0.0,7,1,6,0
2019-06-25 08:00:00+00:00,0,0.0,8,1,6,0
2019-06-25 09:00:00+00:00,0,0.0,9,1,6,0
2019-06-25 10:00:00+00:00,0,0.0,10,1,6,0
2019-06-25 11:00:00+00:00,0,0.0,11,1,6,0
2019-06-25 12:00:00+00:00,0,0.0,12,1,6,0
2019-06-25 13:00:00+00:00,1,18.397,13,1,6,0
2019-06-25 14:00:00+00:00,0,0.0,14,1,6,0
2019-06-25 15:00:00+00:00,5,74.05,15,1,6,0
2019-06-25 16:00:00+00:00,14,70.52,16,1,6,0
2019-06-25 17:00:00+00:00,5,40.359,17,1,6,0
2019-06-25 18:00:00+00:00,1,0.794,18,1,6,0
2019-06-25 19:00:00+00:00,1,3.298,19,1,6,0
2019-06-25 20:00:00+00:00,1,4.711,20,1,6,0
2019-06-25 21:00:00+00:00,0,0.0,21,1,6,0
2019-06-25 22:00:00+00:00,0,0.0,22,1,6,0
2019-06-25 23:00:00+00:00,2,4.654,23,1,6,0
2019-06-26 00:00:00+00:00,2,17.732,0,2,6,0
2019-06-26 01:00:00+00:00,2,8.238,1,2,6,0
2019-06-26 02:00:00+00:00,1,0.874,2,2,6,0
2019-06-26 03:00:00+00:00,1,0.905,3,2,6,0
2019-06-26 04:00:00+00:00,0,0.0,4,2,6,0
2019-06-26 05:00:00+00:00,0,0.0,5,2,6,0
2019-06-26 06:00:00+00:00,0,0.0,6,2,6,0
2019-06-26 07:00:00+00:00,0,0.0,7,2,6,0
2019-06-26 08:00:00+00:00,0,0.0,8,2,6,0
2019-06-26 09:00:00+00:00,0,0.0,9,2,6,0
2019-06-26 10:00:00+00:00,0,0.0,10,2,6,0
2019-06-26 11:00:00+00:00,0,0.0,11,2,6,0
2019-06-26 12:00:00+00:00,0,0.0,12,2,6,0
2019-06-26 13:00:00+00:00,2,21.958,13,2,6,0
2019-06-26 14:00:00+00:00,0,0.0,14,2,6,0
2019-06-26 15:00:00+00:00,8,87.094,15,2,6,0
2019-06-26 16:00:00+00:00,11,67.511,16,2,6,0
2019-06-26 17:00:00+00:00,3,43.716,17,2,6,0
2019-06-26 18:00:00+00:00,5,44.947,18,2,6,0
2019-06-26 19:00:00+00:00,1,2.811,19,2,6,0
2019-06-26 20:00:00+00:00,1,4.183,20,2,6,0
2019-06-26 21:00:00+00:00,2,3.603,21,2,6,0
2019-06-26 22:00:00+00:00,0,0.0,22,2,6,0
2019-06-26 23:00:00+00:00,2,6.824,23,2,6,0
2019-06-27 00:00:00+00:00,0,0.0,0,3,6,0
2019-06-27 01:00:00+00:00,2,21.837,1,3,6,0
2019-06-27 02:00:00+00:00,1,0.654,2,3,6,0
2019-06-27 03:00:00+00:00,0,0.0,3,3,6,0
2019-06-27 04:00:00+00:00,1,4.247,4,3,6,0
2019-06-27 05:00:00+00:00,0,0.0,5,3,6,0
2019-06-27 06:00:00+00:00,0,0.0,6,3,6,0
2019-06-27 07:00:00+00:00,0,0.0,7,3,6,0
2019-06-27 08:00:00+00:00,0,0.0,8,3,6,0
2019-06-27 09:00:00+00:00,0,0.0,9,3,6,0
2019-06-27 10:00:00+00:00,0,0.0,10,3,6,0
2019-06-27 11:00:00+00:00,0,0.0,11,3,6,0
2019-06-27 12:00:00+00:00,0,0.0,12,3,6,0
2019-06-27 13:00:00+00:00,1,18.354,13,3,6,0
2019-06-27 14:00:00+00:00,1,10.555,14,3,6,0
2019-06-27 15:00:00+00:00,7,45.574,15,3,6,0
2019-06-27 16:00:00+00:00,12,90.359,16,3,6,0
2019-06-27 17:00:00+00:00,4,36.405,17,3,6,0
2019-06-27 18:00:00+00:00,1,3.01,18,3,6,0
2019-06-27 19:00:00+00:00,5,21.449,19,3,6,0
2019-06-27 20:00:00+00:00,3,6.79,20,3,6,0
2019-06-27 21:00:00+00:00,4,19.51,21,3,6,0
2019-06-27 22:00:00+00:00,0,0.0,22,3,6,0
2019-06-27 23:00:00+00:00,0,0.0,23,3,6,0
2019-06-28 00:00:00+00:00,1,18.308,0,4,6,0
2019-06-28 01:00:00+00:00,2,14.445,1,4,6,0
2019-06-28 02:00:00+00:00,0,0.0,2,4,6,0
2019-06-28 03:00:00+00:00,1,8.432,3,4,6,0
2019-06-28 04:00:00+00:00,1,5.949,4,4,6,0
2019-06-28 05:00:00+00:00,0,0.0,5,4,6,0
2019-06-28 06:00:00+00:00,0,0.0,6,4,6,0
2019-06-28 07:00:00+00:00,0,0.0,7,4,6,0
2019-06-28 08:00:00+00:00,0,0.0,8,4,6,0
2019-06-28 09:00:00+00:00,0,0.0,9,4,6,0
2019-06-28 10:00:00+00:00,0,0.0,10,4,6,0
2019-06-28 11:00:00+00:00,0,0.0,11,4,6,0
2019-06-28 12:00:00+00:00,1,0.912,12,4,6,0
2019-06-28 13:00:00+00:00,1,17.992,13,4,6,0
2019-06-28 14:00:00+00:00,0,0.0,14,4,6,0
2019-06-28 15:00:00+00:00,5,40.858999999999995,15,4,6,0
2019-06-28 16:00:00+00:00,8,37.328,16,4,6,0
2019-06-28 17:00:00+00:00,4,33.41,17,4,6,0
2019-06-28 18:00:00+00:00,3,14.308,18,4,6,0
2019-06-28 19:00:00+00:00,1,7.142,19,4,6,0
2019-06-28 20:00:00+00:00,3,11.706,20,4,6,0
2019-06-28 21:00:00+00:00,1,4.819,21,4,6,0
2019-06-28 22:00:00+00:00,0,0.0,22,4,6,0
2019-06-28 23:00:00+00:00,2,8.721,23,4,6,0
2019-06-29 00:00:00+00:00,0,0.0,0,5,6,1
2019-06-29 01:00:00+00:00,0,0.0,1,5,6,1
2019-06-29 02:00:00+00:00,0,0.0,2,5,6,1
2019-06-29 03:00:00+00:00,0,0.0,3,5,6,1
2019-06-29 04:00:00+00:00,1,46.72,4,5,6,1
2019-06-29 05:00:00+00:00,0,0.0,5,5,6,1
2019-06-29 06:00:00+00:00,1,0.741,6,5,6,1
2019-06-29 07:00:00+00:00,0,0.0,7,5,6,1
2019-06-29 08:00:00+00:00,0,0.0,8,5,6,1
2019-06-29 09:00:00+00:00,0,0.0,9,5,6,1
2019-06-29 10:00:00+00:00,0,0.0,10,5,6,1
2019-06-29 11:00:00+00:00,0,0.0,11,5,6,1
2019-06-29 12:00:00+00:00,0,0.0,12,5,6,1
2019-06-29 13:00:00+00:00,0,0.0,13,5,6,1
2019-06-29 14:00:00+00:00,1,4.038,14,5,6,1
2019-06-29 15:00:00+00:00,1,1.919,15,5,6,1
2019-06-29 16:00:00+00:00,0,0.0,16,5,6,1
2019-06-29 17:00:00+00:00,0,0.0,17,5,6,1
2019-06-29 18:00:00+00:00,0,0.0,18,5,6,1
2019-06-29 19:00:00+00:00,0,0.0,19,5,6,1
2019-06-29 20:00:00+00:00,1,0.863,20,5,6,1
2019-06-29 21:00:00+00:00,0,0.0,21,5,6,1
2019-06-29 22:00:00+00:00,0,0.0,22,5,6,1
2019-06-29 23:00:00+00:00,2,10.144,23,5,6,1
2019-06-30 00:00:00+00:00,0,0.0,0,6,6,1
2019-06-30 01:00:00+00:00,0,0.0,1,6,6,1
2019-06-30 02:00:00+00:00,1,3.982,2,6,6,1
2019-06-30 03:00:00+00:00,1,5.413,3,6,6,1
2019-06-30 04:00:00+00:00,0,0.0,4,6,6,1
2019-06-30 05:00:00+00:00,1,0.957,5,6,6,1
2019-06-30 06:00:00+00:00,0,0.0,6,6,6,1
2019-06-30 07:00:00+00:00,0,0.0,7,6,6,1
2019-06-30 08:00:00+00:00,0,0.0,8,6,6,1
2019-06-30 09:00:00+00:00,1,11.96,9,6,6,1
2019-06-30 10:00:00+00:00,0,0.0,10,6,6,1
2019-06-30 11:00:00+00:00,0,0.0,11,6,6,1
2019-06-30 12:00:00+00:00,0,0.0,12,6,6,1
2019-06-30 13:00:00+00:00,0,0.0,13,6,6,1
2019-06-30 14:00:00+00:00,0,0.0,14,6,6,1
2019-06-30 15:00:00+00:00,1,3.901,15,6,6,1
2019-06-30 16:00:00+00:00,1,3.622,16,6,6,1
2019-06-30 17:00:00+00:00,0,0.0,17,6,6,1
2019-06-30 18:00:00+00:00,0,0.0,18,6,6,1
2019-06-30 19:00:00+00:00,1,7.323,19,6,6,1
2019-06-30 20:00:00+00:00,1,0.881,20,6,6,1
2019-06-30 21:00:00+00:00,0,0.0,21,6,6,1
2019-06-30 22:00:00+00:00,1,3.527,22,6,6,1
2019-06-30 23:00:00+00:00,2,9.72,23,6,6,1
2019-07-01 00:00:00+00:00,0,0.0,0,0,7,0
2019-07-01 01:00:00+00:00,0,0.0,1,0,7,0
2019-07-01 02:00:00+00:00,0,0.0,2,0,7,0
2019-07-01 03:00:00+00:00,1,15.658,3,0,7,0
2019-07-01 04:00:00+00:00,0,0.0,4,0,7,0
2019-07-01 05:00:00+00:00,0,0.0,5,0,7,0
2019-07-01 06:00:00+00:00,0,0.0,6,0,7,0
2019-07-01 07:00:00+00:00,0,0.0,7,0,7,0
2019-07-01 08:00:00+00:00,0,0.0,8,0,7,0
2019-07-01 09:00:00+00:00,0,0.0,9,0,7,0
2019-07-01 10:00:00+00:00,0,0.0,10,0,7,0
2019-07-01 11:00:00+00:00,0,0.0,11,0,7,0
2019-07-01 12:00:00+00:00,0,0.0,12,0,7,0
2019-07-01 13:00:00+00:00,3,23.801,13,0,7,0
2019-07-01 14:00:00+00:00,0,0.0,14,0,7,0
2019-07-01 15:00:00+00:00,6,64.401,15,0,7,0
2019-07-01 16:00:00+00:00,8,38.61,16,0,7,0
2019-07-01 17:00:00+00:00,3,47.802,17,0,7,0
2019-07-01 18:00:00+00:00,3,23.165,18,0,7,0
2019-07-01 19:00:00+00:00,1,0.896,19,0,7,0
2019-07-01 20:00:00+00:00,1,9.824,20,0,7,0
2019-07-01 21:00:00+00:00,0,0.0,21,0,7,0
2019-07-01 22:00:00+00:00,1,4.199,22,0,7,0
2019-07-01 23:00:00+00:00,0,0.0,23,0,7,0
2019-07-02 00:00:00+00:00,0,0.0,0,1,7,0
2019-07-02 01:00:00+00:00,2,8.819,1,1,7,0
2019-07-02 02:00:00+00:00,0,0.0,2,1,7,0
2019-07-02 03:00:00+00:00,0,0.0,3,1,7,0
2019-07-02 04:00:00+00:00,1,11.929,4,1,7,0
2019-07-02 05:00:00+00:00,1,0.839,5,1,7,0
2019-07-02 06:00:00+00:00,0,0.0,6,1,7,0
2019-07-02 07:00:00+00:00,0,0.0,7,1,7,0
2019-07-02 08:00:00+00:00,0,0.0,8,1,7,0
2019-07-02 09:00:00+00:00,0,0.0,9,1,7,0
2019-07-02 10:00:00+00:00,0,0.0,10,1,7,0
2019-07-02 11:00:00+00:00,0,0.0,11,1,7,0
2019-07-02 12:00:00+00:00,0,0.0,12,1,7,0
2019-07-02 13:00:00+00:00,3,25.371,13,1,7,0
2019-07-02 14:00:00+00:00,1,16.844,14,1,7,0
2019-07-02 15:00:00+00:00,6,35.955999999999996,15,1,7,0
2019-07-02 16:00:00+00:00,10,50.168,16,1,7,0
2019-07-02 17:00:00+00:00,4,68.557,17,1,7,0
2019-07-02 18:00:00+00:00,1,0.839,18,1,7,0
2019-07-02 19:00:00+00:00,1,2.18,19,1,7,0
2019-07-02 20:00:00+00:00,1,2.219,20,1,7,0
2019-07-02 21:00:00+00:00,0,0.0,21,1,7,0
2019-07-02 22:00:00+00:00,1,11.867,22,1,7,0
2019-07-02 23:00:00+00:00,2,28.424,23,1,7,0
2019-07-03 00:00:00+00:00,1,2.469,0,2,7,0
2019-07-03 01:00:00+00:00,0,0.0,1,2,7,0
2019-07-03 02:00:00+00:00,0,0.0,2,2,7,0
2019-07-03 03:00:00+00:00,0,0.0,3,2,7,0
2019-07-03 04:00:00+00:00,0,0.0,4,2,7,0
2019-07-03 05:00:00+00:00,0,0.0,5,2,7,0
2019-07-03 06:00:00+00:00,0,0.0,6,2,7,0
2019-07-03 07:00:00+00:00,0,0.0,7,2,7,0
2019-07-03 08:00:00+00:00,0,0.0,8,2,7,0
2019-07-03 09:00:00+00:00,0,0.0,9,2,7,0
2019-07-03 10:00:00+00:00,0,0.0,10,2,7,0
2019-07-03 11:00:00+00:00,0,0.0,11,2,7,0
2019-07-03 12:00:00+00:00,0,0.0,12,2,7,0
2019-07-03 13:00:00+00:00,1,4.314,13,2,7,0
2019-07-03 14:00:00+00:00,1,10.337,14,2,7,0
2019-07-03 15:00:00+00:00,7,27.208,15,2,7,0
2019-07-03 16:00:00+00:00,10,84.895,16,2,7,0
2019-07-03 17:00:00+00:00,3,44.221,17,2,7,0
2019-07-03 18:00:00+00:00,1,2.146,18,2,7,0
2019-07-03 19:00:00+00:00,2,18.687,19,2,7,0
2019-07-03 20:00:00+00:00,1,0.95,20,2,7,0
2019-07-03 21:00:00+00:00,2,1.846,21,2,7,0
2019-07-03 22:00:00+00:00,2,16.91,22,2,7,0
2019-07-03 23:00:00+00:00,1,0.972,23,2,7,0
2019-07-04 00:00:00+00:00,1,2.469,0,3,7,0
2019-07-04 01:00:00+00:00,3,22.846,1,3,7,0
2019-07-04 02:00:00+00:00,1,12.314,2,3,7,0
2019-07-04 03:00:00+00:00,0,0.0,3,3,7,0
2019-07-04 04:00:00+00:00,0,0.0,4,3,7,0
2019-07-04 05:00:00+00:00,0,0.0,5,3,7,0
2019-07-04 06:00:00+00:00,0,0.0,6,3,7,0
2019-07-04 07:00:00+00:00,0,0.0,7,3,7,0
2019-07-04 08:00:00+00:00,0,0.0,8,3,7,0
2019-07-04 09:00:00+00:00,0,0.0,9,3,7,0
2019-07-04 10:00:00+00:00,1,14.305,10,3,7,0
2019-07-04 11:00:00+00:00,0,0.0,11,3,7,0
2019-07-04 12:00:00+00:00,1,12.61,12,3,7,0
2019-07-04 13:00:00+00:00,0,0.0,13,3,7,0
2019-07-04 14:00:00+00:00,0,0.0,14,3,7,0
2019-07-04 15:00:00+00:00,0,0.0,15,3,7,0
2019-07-04 16:00:00+00:00,1,4.17,16,3,7,0
2019-07-04 17:00:00+00:00,0,0.0,17,3,7,0
2019-07-04 18:00:00+00:00,0,0.0,18,3,7,0
2019-07-04 19:00:00+00:00,2,8.863,19,3,7,0
2019-07-04 20:00:00+00:00,0,0.0,20,3,7,0
2019-07-04 21:00:00+00:00,0,0.0,21,3,7,0
2019-07-04 22:00:00+00:00,1,0.705,22,3,7,0
2019-07-04 23:00:00+00:00,0,0.0,23,3,7,0
2019-07-05 00:00:00+00:00,0,0.0,0,4,7,0
2019-07-05 01:00:00+00:00,0,0.0,1,4,7,0
2019-07-05 02:00:00+00:00,0,0.0,2,4,7,0
2019-07-05 03:00:00+00:00,0,0.0,3,4,7,0
2019-07-05 04:00:00+00:00,0,0.0,4,4,7,0
2019-07-05 05:00:00+00:00,0,0.0,5,4,7,0
2019-07-05 06:00:00+00:00,0,0.0,6,4,7,0
2019-07-05 07:00:00+00:00,0,0.0,7,4,7,0
2019-07-05 08:00:00+00:00,0,0.0,8,4,7,0
2019-07-05 09:00:00+00:00,0,0.0,9,4,7,0
2019-07-05 10:00:00+00:00,0,0.0,10,4,7,0
2019-07-05 11:00:00+00:00,0,0.0,11,4,7,0
2019-07-05 12:00:00+00:00,0,0.0,12,4,7,0
2019-07-05 13:00:00+00:00,0,0.0,13,4,7,0
2019-07-05 14:00:00+00:00,0,0.0,14,4,7,0
2019-07-05 15:00:00+00:00,2,25.626,15,4,7,0
2019-07-05 16:00:00+00:00,1,0.859,16,4,7,0
2019-07-05 17:00:00+00:00,3,23.61,17,4,7,0
2019-07-05 18:00:00+00:00,0,0.0,18,4,7,0
2019-07-05 19:00:00+00:00,0,0.0,19,4,7,0
2019-07-05 20:00:00+00:00,0,0.0,20,4,7,0
2019-07-05 21:00:00+00:00,1,2.368,21,4,7,0
2019-07-05 22:00:00+00:00,1,7.388,22,4,7,0
2019-07-05 23:00:00+00:00,1,1.6,23,4,7,0
2019-07-06 00:00:00+00:00,0,0.0,0,5,7,1
2019-07-06 01:00:00+00:00,0,0.0,1,5,7,1
2019-07-06 02:00:00+00:00,0,0.0,2,5,7,1
2019-07-06 03:00:00+00:00,1,33.91,3,5,7,1
2019-07-06 04:00:00+00:00,0,0.0,4,5,7,1
2019-07-06 05:00:00+00:00,1,0.967,5,5,7,1
2019-07-06 06:00:00+00:00,0,0.0,6,5,7,1
2019-07-06 07:00:00+00:00,0,0.0,7,5,7,1
2019-07-06 08:00:00+00:00,0,0.0,8,5,7,1
2019-07-06 09:00:00+00:00,0,0.0,9,5,7,1
2019-07-06 10:00:00+00:00,0,0.0,10,5,7,1
2019-07-06 11:00:00+00:00,0,0.0,11,5,7,1
2019-07-06 12:00:00+00:00,0,0.0,12,5,7,1
2019-07-06 13:00:00+00:00,0,0.0,13,5,7,1
2019-07-06 14:00:00+00:00,1,0.859,14,5,7,1
2019-07-06 15:00:00+00:00,1,3.268,15,5,7,1
2019-07-06 16:00:00+00:00,0,0.0,16,5,7,1
2019-07-06 17:00:00+00:00,1,7.874,17,5,7,1
2019-07-06 18:00:00+00:00,0,0.0,18,5,7,1
2019-07-06 19:00:00+00:00,0,0.0,19,5,7,1
2019-07-06 20:00:00+00:00,0,0.0,20,5,7,1
2019-07-06 21:00:00+00:00,0,0.0,21,5,7,1
2019-07-06 22:00:00+00:00,0,0.0,22,5,7,1
2019-07-06 23:00:00+00:00,1,49.006,23,5,7,1
2019-07-07 00:00:00+00:00,1,7.382,0,6,7,1
2019-07-07 01:00:00+00:00,0,0.0,1,6,7,1
2019-07-07 02:00:00+00:00,1,10.934,2,6,7,1
2019-07-07 03:00:00+00:00,0,0.0,3,6,7,1
2019-07-07 04:00:00+00:00,0,0.0,4,6,7,1
2019-07-07 05:00:00+00:00,0,0.0,5,6,7,1
2019-07-07 06:00:00+00:00,0,0.0,6,6,7,1
2019-07-07 07:00:00+00:00,1,37.382,7,6,7,1
2019-07-07 08:00:00+00:00,0,0.0,8,6,7,1
2019-07-07 09:00:00+00:00,0,0.0,9,6,7,1
2019-07-07 10:00:00+00:00,0,0.0,10,6,7,1
2019-07-07 11:00:00+00:00,0,0.0,11,6,7,1
2019-07-07 12:00:00+00:00,0,0.0,12,6,7,1
2019-07-07 13:00:00+00:00,0,0.0,13,6,7,1
2019-07-07 14:00:00+00:00,0,0.0,14,6,7,1
2019-07-07 15:00:00+00:00,0,0.0,15,6,7,1
2019-07-07 16:00:00+00:00,0,0.0,16,6,7,1
2019-07-07 17:00:00+00:00,1,20.631,17,6,7,1
2019-07-07 18:00:00+00:00,1,1.767,18,6,7,1
2019-07-07 19:00:00+00:00,0,0.0,19,6,7,1
2019-07-07 20:00:00+00:00,0,0.0,20,6,7,1
2019-07-07 21:00:00+00:00,1,2.115,21,6,7,1
2019-07-07 22:00:00+00:00,1,6.435,22,6,7,1
2019-07-07 23:00:00+00:00,2,1.834,23,6,7,1
2019-07-08 00:00:00+00:00,1,12.17,0,0,7,0
2019-07-08 01:00:00+00:00,1,10.739,1,0,7,0
2019-07-08 02:00:00+00:00,0,0.0,2,0,7,0
2019-07-08 03:00:00+00:00,0,0.0,3,0,7,0
2019-07-08 04:00:00+00:00,0,0.0,4,0,7,0
2019-07-08 05:00:00+00:00,0,0.0,5,0,7,0
2019-07-08 06:00:00+00:00,0,0.0,6,0,7,0
2019-07-08 07:00:00+00:00,0,0.0,7,0,7,0
2019-07-08 08:00:00+00:00,0,0.0,8,0,7,0
2019-07-08 09:00:00+00:00,0,0.0,9,0,7,0
2019-07-08 10:00:00+00:00,0,0.0,10,0,7,0
2019-07-08 11:00:00+00:00,0,0.0,11,0,7,0
2019-07-08 12:00:00+00:00,0,0.0,12,0,7,0
2019-07-08 13:00:00+00:00,1,5.143,13,0,7,0
2019-07-08 14:00:00+00:00,0,0.0,14,0,7,0
2019-07-08 15:00:00+00:00,6,92.751,15,0,7,0
2019-07-08 16:00:00+00:00,10,57.486,16,0,7,0
2019-07-08 17:00:00+00:00,2,25.518,17,0,7,0
2019-07-08 18:00:00+00:00,0,0.0,18,0,7,0
2019-07-08 19:00:00+00:00,1,15.536,19,0,7,0
